seq_id,alignment_start,alignment_end,envelope_start,envelope_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,bit_score,E-value,significance,clan
AT5G01890.1,688,956,687,956,PF07714.16,Pkinase_Tyr,Domain,2,260,260,144.9,2.4e-42,1,CL0016
AT5G48485.1,11,102,9,102,PF14368.5,LTP_2,Family,3,96,96,43.5,2.4e-11,1,CL0482
AT5G12940.1,29,68,28,68,PF08263.11,LRRNT_2,Family,2,41,41,34.9,1.2e-08,1,No_clan
AT5G12940.1,136,157,135,157,PF00560.32,LRR_1,Repeat,2,23,23,10.9,0.52,1,CL0022
AT5G12940.1,159,218,158,218,PF13855.5,LRR_8,Repeat,2,61,61,35.5,5.7e-09,1,CL0022
AT5G12940.1,231,289,230,289,PF13855.5,LRR_8,Repeat,2,61,61,28.0,1.2e-06,1,CL0022
AT5G48430.1,74,210,69,210,PF14543.5,TAXi_N,Domain,54,179,179,36.2,6.5e-09,1,CL0129
AT5G48430.1,238,389,238,390,PF14541.5,TAXi_C,Domain,1,160,161,154.1,2.5e-45,1,CL0129
AT5G10290.1,27,67,27,67,PF08263.11,LRRNT_2,Family,1,41,41,37.1,2.5e-09,1,No_clan
AT5G10290.1,119,141,119,141,PF00560.32,LRR_1,Repeat,1,23,23,12.7,0.14,1,CL0022
AT5G10290.1,291,561,290,564,PF00069.24,Pkinase,Domain,2,259,264,144.6,3.2e-42,1,CL0016
AT5G36661.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,32.7,5.7e-08,1,CL0482
AT5G11020.1,142,352,141,410,PF00069.24,Pkinase,Domain,2,210,264,170.8,3.3e-50,1,CL0016
AT5G48400.2,57,390,55,390,PF01094.27,ANF_receptor,Family,3,352,352,189.2,9.9e-56,1,CL0144
AT5G48400.2,471,771,465,772,PF00497.19,SBP_bac_3,Domain,22,224,225,74.4,7.9e-21,1,CL0177
AT5G48400.2,562,800,560,801,PF00060.25,Lig_chan,Family,3,148,149,87.1,9e-25,1,CL0030
AT5G48400.1,57,390,55,390,PF01094.27,ANF_receptor,Family,3,352,352,189.7,7.1e-56,1,CL0144
AT5G48400.1,471,736,465,739,PF00497.19,SBP_bac_3,Domain,22,188,225,48.8,5.4e-13,1,CL0177
AT5G48400.1,562,653,560,677,PF00060.25,Lig_chan,Family,3,103,149,74.5,6.9e-21,1,CL0030
AT5G17210.1,61,154,61,155,PF06749.11,DUF1218,Family,1,90,91,102.5,1.2e-29,1,No_clan
AT5G42957.1,38,109,38,109,PF05617.10,Prolamin_like,Domain,1,74,74,58.6,4.7e-16,1,CL0482
AT5G14345.1,31,108,24,108,PF02298.16,Cu_bind_like,Domain,5,84,84,74.3,5.5e-21,1,CL0026
AT5G64570.1,126,368,86,371,PF00933.20,Glyco_hydro_3,Domain,84,314,319,133.4,1e-38,1,CL0058
AT5G64570.1,414,642,414,642,PF01915.21,Glyco_hydro_3_C,Domain,1,204,204,175.5,1.2e-51,1,No_clan
AT5G64570.1,708,775,708,777,PF14310.5,Fn3-like,Family,1,69,71,34.3,1.8e-08,1,CL0159
AT5G06940.1,30,69,29,70,PF08263.11,LRRNT_2,Family,2,40,41,46.4,3.3e-12,1,No_clan
AT5G06940.1,124,183,123,183,PF13855.5,LRR_8,Repeat,2,61,61,29.4,4.8e-07,1,CL0022
AT5G06940.1,245,264,245,267,PF00560.32,LRR_1,Repeat,1,20,23,9.4,1.7,1,CL0022
AT5G06940.1,462,483,461,483,PF00560.32,LRR_1,Repeat,2,23,23,15.1,0.021,1,CL0022
AT5G06940.1,614,859,601,860,PF07714.16,Pkinase_Tyr,Domain,31,259,260,112.5,1.9e-32,1,CL0016
AT5G62230.1,27,67,26,67,PF08263.11,LRRNT_2,Family,2,41,41,32.8,5.6e-08,1,No_clan
AT5G62230.1,120,179,119,179,PF13855.5,LRR_8,Repeat,2,61,61,36.2,3.4e-09,1,CL0022
AT5G62230.1,237,254,237,255,PF13516.5,LRR_6,Repeat,1,18,24,11.8,0.18,1,CL0022
AT5G62230.1,431,490,430,490,PF13855.5,LRR_8,Repeat,2,61,61,31.7,8.8e-08,1,CL0022
AT5G62230.1,652,910,648,913,PF00069.24,Pkinase,Domain,5,258,264,145.9,1.3e-42,1,CL0016
AT5G62230.2,27,67,26,67,PF08263.11,LRRNT_2,Family,2,41,41,32.9,5.3e-08,1,No_clan
AT5G62230.2,120,179,119,179,PF13855.5,LRR_8,Repeat,2,61,61,36.4,3e-09,1,CL0022
AT5G62230.2,237,254,237,255,PF13516.5,LRR_6,Repeat,1,18,24,11.9,0.17,1,CL0022
AT5G62230.2,383,442,382,442,PF13855.5,LRR_8,Repeat,2,61,61,32.8,4.1e-08,1,CL0022
AT5G62230.2,604,862,600,865,PF00069.24,Pkinase,Domain,5,258,264,146.0,1.2e-42,1,CL0016
AT5G58150.1,80,125,67,125,PF13855.5,LRR_8,Repeat,15,61,61,36.8,2.3e-09,1,CL0022
AT5G58150.1,138,160,138,160,PF00560.32,LRR_1,Repeat,1,23,23,12.5,0.16,1,CL0022
AT5G58150.1,332,345,330,346,PF13516.5,LRR_6,Repeat,3,16,24,12.3,0.13,1,CL0022
AT5G58150.1,545,776,525,778,PF07714.16,Pkinase_Tyr,Domain,30,258,260,82.2,3.3e-23,1,CL0016
AT5G65730.1,37,217,35,217,PF00722.20,Glyco_hydro_16,Domain,3,177,177,197.6,1e-58,1,CL0004
AT5G65730.1,243,290,242,290,PF06955.11,XET_C,Family,2,48,48,69.1,2.1e-19,1,CL0004
AT5G17820.1,40,277,38,277,PF00141.22,peroxidase,Domain,1,229,229,244.6,9.6e-73,1,CL0617
AT5G36460.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,32.8,5.5e-08,1,CL0482
AT5G16590.1,26,60,25,61,PF08263.11,LRRNT_2,Family,2,40,41,23.7,4e-05,1,No_clan
AT5G16590.1,347,606,344,609,PF00069.24,Pkinase,Domain,5,258,264,122.7,1.6e-35,1,CL0016
AT5G66790.1,317,590,314,590,PF07714.16,Pkinase_Tyr,Domain,4,260,260,148.2,2.4e-43,1,CL0016
AT5G36310.1,47,92,47,107,PF05617.10,Prolamin_like,Domain,1,47,74,30.0,4.1e-07,1,CL0482
AT5G34883.1,38,109,38,109,PF05617.10,Prolamin_like,Domain,1,74,74,59.6,2.4e-16,1,CL0482
AT5G57260.1,31,491,31,496,PF00067.21,p450,Domain,1,458,463,342.9,2.6e-102,1,No_clan
AT5G16000.1,41,78,38,78,PF08263.11,LRRNT_2,Family,4,41,41,50.7,1.4e-13,1,No_clan
AT5G16000.1,313,580,312,583,PF00069.24,Pkinase,Domain,2,259,264,145.6,1.6e-42,1,CL0016
AT5G14210.1,142,163,142,164,PF00560.32,LRR_1,Repeat,1,22,23,12.6,0.15,1,CL0022
AT5G14210.1,167,225,165,225,PF13855.5,LRR_8,Repeat,3,61,61,29.1,5.9e-07,1,CL0022
AT5G14210.1,258,317,257,317,PF13855.5,LRR_8,Repeat,2,61,61,32.5,4.9e-08,1,CL0022
AT5G14210.1,494,752,490,755,PF07714.16,Pkinase_Tyr,Domain,5,257,260,82.0,3.8e-23,1,CL0016
AT5G60300.3,25,274,24,275,PF00139.18,Lectin_legB,Domain,2,249,250,224.6,1.3e-66,1,CL0004
AT5G60300.3,345,609,344,611,PF00069.24,Pkinase,Domain,2,259,264,153.0,9e-45,1,CL0016
AT5G60300.1,25,274,24,275,PF00139.18,Lectin_legB,Domain,2,249,250,224.8,1.1e-66,1,CL0004
AT5G60300.1,345,609,344,611,PF00069.24,Pkinase,Domain,2,259,264,153.2,7.8e-45,1,CL0016
AT5G60300.2,25,274,24,275,PF00139.18,Lectin_legB,Domain,2,249,250,224.8,1.1e-66,1,CL0004
AT5G60300.2,345,609,344,611,PF00069.24,Pkinase,Domain,2,259,264,153.2,7.8e-45,1,CL0016
AT5G25330.1,82,319,82,320,PF02485.20,Branch,Family,1,246,247,247.7,1.1e-73,1,CL0110
AT5G52975.1,49,111,49,119,PF05617.10,Prolamin_like,Domain,1,60,74,51.7,6.7e-14,1,CL0482
AT5G47000.1,49,294,45,294,PF00141.22,peroxidase,Domain,5,229,229,227.3,1.8e-67,1,CL0617
AT5G59270.1,28,250,27,251,PF00139.18,Lectin_legB,Domain,2,212,250,180.6,3.6e-53,1,CL0004
AT5G59270.1,350,616,349,618,PF00069.24,Pkinase,Domain,2,260,264,165.1,1.8e-48,1,CL0016
AT5G15350.1,37,119,37,119,PF02298.16,Cu_bind_like,Domain,1,84,84,89.9,7.2e-26,1,CL0026
AT5G62130.1,71,331,71,331,PF04080.12,Per1,Family,1,255,255,244.0,1.9e-72,1,CL0192
AT5G67200.1,121,180,120,180,PF13855.5,LRR_8,Repeat,2,61,61,28.8,7.3e-07,1,CL0022
AT5G67200.1,396,651,393,653,PF00069.24,Pkinase,Domain,4,260,264,113.4,1e-32,1,CL0016
AT5G36410.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,32.8,5.5e-08,1,CL0482
AT5G38990.1,31,402,31,403,PF12819.6,Malectin_like,Domain,1,335,336,112.3,2.5e-32,1,CL0468
AT5G38990.1,530,797,525,800,PF07714.16,Pkinase_Tyr,Domain,6,257,260,160.3,4.8e-47,1,CL0016
AT5G47350.1,68,296,24,297,PF02089.14,Palm_thioest,Domain,52,278,279,131.6,2.7e-38,1,CL0028
AT5G51105.1,51,112,51,121,PF05617.10,Prolamin_like,Domain,1,60,74,39.7,3.8e-10,1,CL0482
AT5G11150.1,30,109,29,110,PF13774.5,Longin,Domain,2,83,84,87.4,4.6e-25,1,No_clan
AT5G11150.1,125,212,124,212,PF00957.20,Synaptobrevin,Family,2,89,89,112.6,5.4e-33,1,CL0445
AT5G36520.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,32.8,5.5e-08,1,CL0482
AT5G36400.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,32.8,5.5e-08,1,CL0482
AT5G15230.1,47,106,47,106,PF02704.13,GASA,Family,1,60,60,75.6,2.4e-21,1,No_clan
AT5G46930.1,22,165,22,170,PF04043.14,PMEI,Domain,1,148,154,97.1,1.2e-27,1,No_clan
AT5G42895.1,50,105,50,116,PF05617.10,Prolamin_like,Domain,1,68,74,35.6,7.4e-09,1,CL0482
AT5G36380.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,32.8,5.5e-08,1,CL0482
AT5G66390.1,49,297,49,297,PF00141.22,peroxidase,Domain,1,229,229,246.1,3.3e-73,1,CL0617
AT5G36420.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,32.8,5.5e-08,1,CL0482
AT5G53250.1,31,63,29,63,PF06376.11,AGP,Family,1,36,36,64.7,4.4e-18,1,No_clan
AT5G36360.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,32.8,5.5e-08,1,CL0482
AT5G11820.1,37,146,36,155,PF05938.10,Self-incomp_S1,Family,2,95,104,76.2,2.3e-21,1,No_clan
AT5G34882.1,38,109,38,109,PF05617.10,Prolamin_like,Domain,1,74,74,44.6,1.1e-11,1,CL0482
AT5G36450.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,32.8,5.5e-08,1,CL0482
AT5G27830.5,59,197,38,198,PF03024.13,Folate_rec,Domain,13,171,172,91.5,4.9e-26,1,CL0644
AT5G01560.1,28,278,27,287,PF00139.18,Lectin_legB,Domain,2,240,250,221.3,1.3e-65,1,CL0004
AT5G01560.1,363,629,363,632,PF00069.24,Pkinase,Domain,1,259,264,164.2,3.3e-48,1,CL0016
AT5G48543.1,25,81,24,82,PF07333.11,SLR1-BP,Domain,2,54,58,38.3,1.3e-09,1,CL0054
AT5G11560.1,32,131,21,150,PF13360.5,PQQ_2,Domain,60,157,237,25.0,1.1e-05,1,CL0186
AT5G11560.1,764,981,764,981,PF07774.12,DUF1620,Family,1,213,213,228.2,7.9e-68,1,No_clan
AT5G48410.1,59,387,57,388,PF01094.27,ANF_receptor,Family,3,351,352,189.5,8e-56,1,CL0144
AT5G48410.1,467,768,460,769,PF00497.19,SBP_bac_3,Domain,21,224,225,64.5,8.4e-18,1,CL0177
AT5G48410.1,559,797,557,798,PF00060.25,Lig_chan,Family,3,148,149,89.4,1.8e-25,1,CL0030
AT5G02070.1,41,142,40,143,PF13947.5,GUB_WAK_bind,Domain,2,105,106,42.0,1.2e-10,1,No_clan
AT5G02070.1,364,640,363,644,PF00069.24,Pkinase,Domain,2,259,264,162.3,1.3e-47,1,CL0016
AT5G07280.1,24,62,23,63,PF08263.11,LRRNT_2,Family,2,40,41,36.0,5.8e-09,1,No_clan
AT5G07280.1,90,149,89,149,PF13855.5,LRR_8,Repeat,2,61,61,34.5,1.2e-08,1,CL0022
AT5G07280.1,235,257,232,257,PF00560.32,LRR_1,Repeat,4,23,23,10.4,0.77,1,CL0022
AT5G07280.1,331,389,329,389,PF13855.5,LRR_8,Repeat,3,61,61,29.7,3.8e-07,1,CL0022
AT5G07280.1,519,534,518,536,PF13516.5,LRR_6,Repeat,2,17,24,11.4,0.25,1,CL0022
AT5G07280.1,628,642,626,644,PF13516.5,LRR_6,Repeat,3,17,24,9.7,0.9,1,CL0022
AT5G07280.1,653,712,652,712,PF13855.5,LRR_8,Repeat,2,61,61,27.1,2.4e-06,1,CL0022
AT5G07280.1,726,784,724,784,PF13855.5,LRR_8,Repeat,3,61,61,29.3,5e-07,1,CL0022
AT5G07280.1,919,1188,917,1189,PF07714.16,Pkinase_Tyr,Domain,3,259,260,158.6,1.6e-46,1,CL0016
AT5G28680.1,32,400,32,400,PF12819.6,Malectin_like,Domain,1,336,336,133.4,9.3e-39,1,CL0468
AT5G28680.1,525,788,521,791,PF07714.16,Pkinase_Tyr,Domain,5,257,260,164.5,2.5e-48,1,CL0016
AT5G54570.1,33,506,31,509,PF00232.17,Glyco_hydro_1,Domain,3,449,453,533.1,3.9e-160,1,CL0058
AT5G22850.1,81,266,81,267,PF14543.5,TAXi_N,Domain,1,178,179,143.0,1e-41,1,CL0129
AT5G22850.1,284,436,284,437,PF14541.5,TAXi_C,Domain,1,160,161,100.7,6.4e-29,1,CL0129
AT5G06630.1,58,107,58,107,PF04554.12,Extensin_2,Family,1,58,58,25.1,1.2e-05,1,No_clan
AT5G06630.1,83,132,83,132,PF04554.12,Extensin_2,Family,1,58,58,23.5,3.9e-05,1,No_clan
AT5G06630.1,108,157,108,157,PF04554.12,Extensin_2,Family,1,58,58,22.0,0.00012,1,No_clan
AT5G06630.1,133,182,133,182,PF04554.12,Extensin_2,Family,1,58,58,22.7,6.9e-05,1,No_clan
AT5G06630.1,158,207,158,207,PF04554.12,Extensin_2,Family,1,58,58,23.5,4.1e-05,1,No_clan
AT5G06630.1,183,232,183,232,PF04554.12,Extensin_2,Family,1,58,58,23.4,4.3e-05,1,No_clan
AT5G06630.1,208,257,208,257,PF04554.12,Extensin_2,Family,1,58,58,23.5,3.9e-05,1,No_clan
AT5G06630.1,233,282,233,282,PF04554.12,Extensin_2,Family,1,58,58,23.4,4.2e-05,1,No_clan
AT5G06630.1,258,307,258,307,PF04554.12,Extensin_2,Family,1,58,58,23.3,4.8e-05,1,No_clan
AT5G06630.1,283,332,283,332,PF04554.12,Extensin_2,Family,1,58,58,23.1,5.4e-05,1,No_clan
AT5G06630.1,308,357,308,357,PF04554.12,Extensin_2,Family,1,58,58,23.2,5.1e-05,1,No_clan
AT5G06630.1,333,382,333,382,PF04554.12,Extensin_2,Family,1,58,58,25.9,7.2e-06,1,No_clan
AT5G06630.1,358,407,358,407,PF04554.12,Extensin_2,Family,1,58,58,26.7,4.1e-06,1,No_clan
AT5G06630.1,383,432,383,438,PF04554.12,Extensin_2,Family,1,58,58,24.5,1.9e-05,1,No_clan
AT5G23840.1,26,155,25,156,PF02221.14,E1_DerP2_DerF2,Domain,2,133,134,55.6,6.7e-15,1,CL0532
AT5G23840.2,26,117,25,133,PF02221.14,E1_DerP2_DerF2,Domain,2,103,134,43.2,4.6e-11,1,CL0532
AT5G45960.1,48,357,48,364,PF00657.21,Lipase_GDSL,Family,1,193,200,53.2,3.4e-14,1,CL0264
AT5G19890.1,46,293,46,293,PF00141.22,peroxidase,Domain,1,229,229,253.4,1.9e-75,1,CL0617
AT5G50040.1,29,165,28,168,PF04043.14,PMEI,Domain,2,150,154,31.8,1.4e-07,1,No_clan
AT5G59680.1,32,354,32,354,PF12819.6,Malectin_like,Domain,1,336,336,392.3,1.7e-117,1,CL0468
AT5G59680.1,410,470,410,470,PF13855.5,LRR_8,Repeat,1,61,61,35.9,4.4e-09,1,CL0022
AT5G59680.1,583,846,581,848,PF00069.24,Pkinase,Domain,4,259,264,148.1,2.8e-43,1,CL0016
AT5G61790.1,32,386,31,386,PF00262.17,Calreticulin,Family,2,366,366,487.8,1.6e-146,1,CL0004
AT5G51350.1,26,72,25,72,PF08263.11,LRRNT_2,Family,2,41,41,39.6,4.5e-10,1,No_clan
AT5G51350.1,298,356,297,357,PF13855.5,LRR_8,Repeat,2,60,61,38.0,9.7e-10,1,CL0022
AT5G51350.1,653,793,650,886,PF00069.24,Pkinase,Domain,14,153,264,45.2,6.8e-12,1,CL0016
AT5G53890.1,21,57,20,58,PF08263.11,LRRNT_2,Family,2,40,41,29.1,8.2e-07,1,No_clan
AT5G53890.1,65,124,64,124,PF13855.5,LRR_8,Repeat,2,61,61,34.1,1.5e-08,1,CL0022
AT5G53890.1,257,316,256,316,PF13855.5,LRR_8,Repeat,2,61,61,42.4,4.1e-11,1,CL0022
AT5G53890.1,561,620,560,620,PF13855.5,LRR_8,Repeat,2,61,61,33.8,1.9e-08,1,CL0022
AT5G53890.1,755,1022,754,1025,PF00069.24,Pkinase,Domain,2,259,264,144.9,2.6e-42,1,CL0016
AT5G53870.1,38,121,38,121,PF02298.16,Cu_bind_like,Domain,1,84,84,87.6,3.7e-25,1,CL0026
AT5G47780.1,278,589,278,590,PF01501.19,Glyco_transf_8,Family,1,255,256,317.2,7.9e-95,1,CL0110
AT5G57530.1,29,207,27,208,PF00722.20,Glyco_hydro_16,Domain,3,176,177,207.4,1e-61,1,CL0004
AT5G57530.1,238,282,237,282,PF06955.11,XET_C,Family,2,48,48,75.2,2.5e-21,1,CL0004
AT5G37660.2,42,136,41,137,PF01657.16,Stress-antifung,Family,2,94,95,67.1,1.6e-18,1,No_clan
AT5G37660.2,178,237,150,238,PF01657.16,Stress-antifung,Family,37,94,95,37.0,3.8e-09,1,No_clan
AT5G37660.1,42,136,41,137,PF01657.16,Stress-antifung,Family,2,94,95,67.2,1.5e-18,1,No_clan
AT5G37660.1,178,237,150,238,PF01657.16,Stress-antifung,Family,37,94,95,37.1,3.6e-09,1,No_clan
AT5G45880.1,37,122,37,126,PF01190.16,Pollen_Ole_e_I,Family,1,95,99,72.7,2.3e-20,1,No_clan
AT5G49660.1,29,68,28,68,PF08263.11,LRRNT_2,Family,2,41,41,24.7,1.9e-05,1,No_clan
AT5G49660.1,293,314,293,315,PF00560.32,LRR_1,Repeat,1,22,23,9.7,1.3,1,CL0022
AT5G49660.1,437,496,436,496,PF13855.5,LRR_8,Repeat,2,61,61,28.0,1.3e-06,1,CL0022
AT5G49660.1,658,931,656,933,PF00069.24,Pkinase,Domain,3,260,264,166.6,6.5e-49,1,CL0016
AT5G51710.1,159,528,158,528,PF00999.20,Na_H_Exchanger,Family,2,381,381,249.2,5.4e-74,1,CL0064
AT5G51710.2,159,528,158,528,PF00999.20,Na_H_Exchanger,Family,2,381,381,249.2,5.3e-74,1,CL0064
AT5G48740.1,24,338,24,338,PF12819.6,Malectin_like,Domain,1,336,336,189.0,1.2e-55,1,CL0468
AT5G48740.1,432,489,430,489,PF13855.5,LRR_8,Repeat,3,61,61,32.6,4.5e-08,1,CL0022
AT5G48740.1,608,875,606,877,PF00069.24,Pkinase,Domain,3,260,264,162.2,1.4e-47,1,CL0016
AT5G14450.1,42,369,42,370,PF00657.21,Lipase_GDSL,Family,1,199,200,100.3,1.2e-28,1,CL0264
AT5G06390.1,55,186,54,186,PF02469.21,Fasciclin,Domain,2,128,128,73.2,2e-20,1,No_clan
AT5G06390.1,293,413,279,413,PF02469.21,Fasciclin,Domain,14,128,128,32.6,7.5e-08,1,No_clan
AT5G06730.1,49,298,49,298,PF00141.22,peroxidase,Domain,1,229,229,247.7,1e-73,1,CL0617
AT5G65830.1,33,78,32,78,PF08263.11,LRRNT_2,Family,2,41,41,20.2,0.00049,1,No_clan
AT5G65830.1,104,144,104,150,PF12799.6,LRR_4,Repeat,1,38,43,28.7,1.1e-06,1,CL0022
AT5G18120.1,71,153,61,155,PF00085.19,Thioredoxin,Domain,19,102,104,22.6,6.8e-05,1,CL0172
AT5G42955.1,38,109,38,109,PF05617.10,Prolamin_like,Domain,1,74,74,59.7,2.1e-16,1,CL0482
AT5G01050.1,34,148,33,149,PF07732.14,Cu-oxidase_3,Domain,2,118,119,134.4,1.7e-39,1,CL0026
AT5G01050.1,160,307,159,307,PF00394.21,Cu-oxidase,Domain,2,159,159,114.8,3.6e-33,1,CL0026
AT5G01050.1,412,550,411,552,PF07731.13,Cu-oxidase_2,Domain,2,135,137,133.9,2.8e-39,1,CL0026
AT5G36320.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,24.9,1.6e-05,1,CL0482
AT5G40380.1,56,133,40,133,PF01657.16,Stress-antifung,Family,13,95,95,47.7,1.8e-12,1,No_clan
AT5G40380.1,174,233,136,234,PF01657.16,Stress-antifung,Family,36,94,95,43.9,2.6e-11,1,No_clan
AT5G40380.1,316,585,315,588,PF00069.24,Pkinase,Domain,2,259,264,150.6,4.8e-44,1,CL0016
AT5G66160.1,64,144,45,145,PF02225.21,PA,Family,10,92,93,33.1,4.1e-08,1,CL0364
AT5G66160.1,231,274,230,274,PF13639.5,zf-RING_2,Domain,2,44,44,48.1,1e-12,1,CL0229
AT5G66160.2,61,144,45,145,PF02225.21,PA,Family,9,92,93,33.3,3.6e-08,1,CL0364
AT5G66160.2,231,274,230,274,PF13639.5,zf-RING_2,Domain,2,44,44,48.2,9.1e-13,1,CL0229
AT5G65710.1,25,66,24,67,PF08263.11,LRRNT_2,Family,2,40,41,29.4,6.4e-07,1,No_clan
AT5G65710.1,173,191,172,194,PF00560.32,LRR_1,Repeat,2,20,23,10.1,0.99,1,CL0022
AT5G65710.1,485,506,484,506,PF00560.32,LRR_1,Repeat,2,23,23,10.0,1,1,CL0022
AT5G65710.1,688,909,686,985,PF00069.24,Pkinase,Domain,3,211,264,146.6,8.2e-43,1,CL0016
AT5G15780.1,42,131,42,135,PF01190.16,Pollen_Ole_e_I,Family,1,94,99,75.1,4.2e-21,1,No_clan
AT5G39000.1,35,404,34,405,PF12819.6,Malectin_like,Domain,2,335,336,130.9,5.4e-38,1,CL0468
AT5G39000.1,523,790,518,793,PF07714.16,Pkinase_Tyr,Domain,6,257,260,160.9,3.2e-47,1,CL0016
AT5G36480.1,47,103,47,114,PF05617.10,Prolamin_like,Domain,1,59,74,33.1,4.5e-08,1,CL0482
AT5G12960.1,115,639,115,639,PF07944.11,Glyco_hydro_127,Family,1,519,519,513.1,6.6e-154,1,CL0059
AT5G01950.1,30,68,29,69,PF08263.11,LRRNT_2,Family,2,40,41,35.3,9.3e-09,1,No_clan
AT5G01950.1,150,210,150,210,PF13855.5,LRR_8,Repeat,1,61,61,29.7,3.7e-07,1,CL0022
AT5G01950.1,628,893,626,895,PF00069.24,Pkinase,Domain,3,260,264,154.9,2.4e-45,1,CL0016
AT5G37310.1,55,550,54,550,PF02990.15,EMP70,Family,2,515,515,564.3,2.2e-169,1,No_clan
AT5G60320.1,28,277,26,279,PF00139.18,Lectin_legB,Domain,3,248,250,228.8,6.7e-68,1,CL0004
AT5G60320.1,349,614,348,616,PF00069.24,Pkinase,Domain,2,260,264,145.8,1.4e-42,1,CL0016
AT5G34881.1,38,109,26,109,PF05617.10,Prolamin_like,Domain,1,74,74,50.0,2.4e-13,1,CL0482
AT5G34885.1,38,109,38,109,PF05617.10,Prolamin_like,Domain,1,74,74,61.5,5.8e-17,1,CL0482
AT5G64080.1,29,121,21,121,PF14368.5,LTP_2,Family,8,96,96,49.3,3.8e-13,1,CL0482
AT5G64080.2,29,121,21,121,PF14368.5,LTP_2,Family,8,96,96,49.4,3.6e-13,1,CL0482
AT5G27420.1,123,166,122,166,PF13639.5,zf-RING_2,Domain,2,44,44,50.2,2.2e-13,1,CL0229
AT5G06920.1,79,174,52,180,PF02469.21,Fasciclin,Domain,23,122,128,24.0,3.3e-05,1,No_clan
AT5G06920.1,267,348,233,351,PF02469.21,Fasciclin,Domain,50,126,128,21.9,0.00015,1,No_clan
AT5G53320.1,24,61,23,61,PF08263.11,LRRNT_2,Family,2,41,41,36.8,3.2e-09,1,No_clan
AT5G53320.1,139,161,139,161,PF00560.32,LRR_1,Repeat,1,23,23,12.6,0.15,1,CL0022
AT5G53320.1,312,564,309,566,PF07714.16,Pkinase_Tyr,Domain,5,258,260,106.5,1.2e-30,1,CL0016
AT5G62340.1,38,196,38,198,PF04043.14,PMEI,Domain,1,152,154,66.3,3.6e-18,1,No_clan
AT5G64720.1,52,123,52,124,PF05617.10,Prolamin_like,Domain,1,73,74,55.1,5.9e-15,1,CL0482
AT5G50200.1,29,204,29,204,PF16974.4,NAR2,Family,1,174,174,255.2,1.9e-76,1,No_clan
AT5G50200.2,29,204,29,204,PF16974.4,NAR2,Family,1,174,174,255.2,1.9e-76,1,No_clan
AT5G50200.3,29,204,29,204,PF16974.4,NAR2,Family,1,174,174,255.2,1.9e-76,1,No_clan
AT5G18470.1,85,196,84,197,PF01453.23,B_lectin,Domain,2,106,107,78.4,3.4e-22,1,No_clan
AT5G52605.1,36,88,36,88,PF10868.7,Defensin_like,Domain,1,50,50,59.1,4.9e-16,1,CL0054
AT5G35390.1,33,71,32,71,PF08263.11,LRRNT_2,Family,3,41,41,39.9,3.5e-10,1,No_clan
AT5G35390.1,361,623,358,625,PF00069.24,Pkinase,Domain,5,260,264,103.9,8.2e-30,1,CL0016
AT5G48940.1,38,77,36,77,PF08263.11,LRRNT_2,Family,3,41,41,30.5,3e-07,1,No_clan
AT5G48940.1,107,166,106,166,PF13855.5,LRR_8,Repeat,2,61,61,27.4,1.9e-06,1,CL0022
AT5G48940.1,324,383,323,383,PF13855.5,LRR_8,Repeat,2,61,61,33.6,2.2e-08,1,CL0022
AT5G48940.1,468,527,467,527,PF13855.5,LRR_8,Repeat,2,61,61,29.3,5e-07,1,CL0022
AT5G48940.1,540,599,539,599,PF13855.5,LRR_8,Repeat,2,61,61,28.2,1.1e-06,1,CL0022
AT5G48940.1,788,1062,785,1063,PF07714.16,Pkinase_Tyr,Domain,4,259,260,143.8,5.3e-42,1,CL0016
AT5G60920.1,60,223,60,223,PF04833.14,COBRA,Family,1,165,165,243.3,1e-72,1,No_clan
AT5G65240.2,20,60,20,60,PF08263.11,LRRNT_2,Family,1,41,41,42.3,6.3e-11,1,No_clan
AT5G65240.2,112,172,112,172,PF13855.5,LRR_8,Repeat,1,61,61,30.3,2.4e-07,1,CL0022
AT5G65240.2,285,556,284,558,PF00069.24,Pkinase,Domain,2,260,264,148.4,2.3e-43,1,CL0016
AT5G65240.1,20,60,20,60,PF08263.11,LRRNT_2,Family,1,41,41,42.4,5.9e-11,1,No_clan
AT5G65240.1,112,172,112,172,PF13855.5,LRR_8,Repeat,1,61,61,30.4,2.3e-07,1,CL0022
AT5G65240.1,285,556,284,558,PF00069.24,Pkinase,Domain,2,260,264,148.5,2e-43,1,CL0016
AT5G02410.1,25,461,25,461,PF04922.11,DIE2_ALG10,Family,1,396,396,448.2,2.9e-134,1,CL0111
